unixtime,lat,lon,depth,sci_water_temp
1370536746.21399, 44.523312398730567, -63.383993280088852, 29.008149759808607, 3.1289
1370536806.45587, 44.523175392046774, -63.383895099981537, 20.059093218030402, 3.8358
1370536866.56689, 44.523038682974459, -63.383797133145031, 11.490639888126159, 4.6918
1370536927.35117, 44.522900442722893, -63.38369806905299, 5.348613088188702, 7.5978
1370536988.40738, 44.5227615840274, -63.383598561778982, 9.0401135073189973, 7.9288
1370537200.12033, 44.522280090268872, -63.383253519423562, 40.782523499366832, 0.0
1370537260.37454, 44.522143055543133, -63.38315531922116, 37.436627726268682, 3.1613
1370537320.40695, 44.522006525252088, -63.383057480500781, 28.70308868543222, 2.9255
1370537381.42398, 44.521867755662839, -63.382958037081032, 20.180493772545141, 3.9545
1370537442.37512, 44.521729135925824, -63.382858701046622, 11.938735056018151, 4.9245
1370537502.44843, 44.521592512616358, -63.382760795668474, 5.8792674131647855, 7.3948
1370537563.27875, 44.521454167657517, -63.382661656542339, 8.6050112580358959, 7.9426
1370537778.29672, 44.520965157369901, -63.38231122778086, 44.581964844990992, 0.0
1370537838.47385, 44.520828297945407, -63.382213153200759, 37.898545103158533, 3.1516
1370537898.50485, 44.520691770861113, -63.382115316778361, 29.489177057909963, 3.0089
1370537958.87543, 44.520554471477375, -63.382016926919874, 21.195752339174145, 3.4533
1370538018.95184, 44.520417841118373, -63.381919016489981, 13.093819768770263, 4.8559
1370538079.65421, 44.520279787152546, -63.38182008589181, 5.7494362132228494, 7.1457
1370538139.83212, 44.520142925954424, -63.381722010040711, 7.6570527736351046, 7.9796
1370538369.78839, 44.519619941844404, -63.381347235360941, 41.976618978012276, 0.0
1370538430.0957, 44.519482786354345, -63.381248948617838, 37.932408153797617, 3.0946
1370538490.20969, 44.519346070527469, -63.381150976940965, 28.426642309865329, 2.8539
1370538550.81628, 44.519208234392678, -63.381052202442298, 19.669787669780575, 3.8238
1370538611.04535, 44.519071256841812, -63.380954043211872, 12.609166265827279, 4.782
1370538671.26389, 44.518934303239604, -63.380855901143256, 6.4533649881384099, 7.0157
1370538732.28796, 44.51879551763939, -63.380756446249926, 7.317096426179468, 7.994
1370538961.38663, 44.51827448394873, -63.380383069256567, 45.170024103004209, 0.0
1370539022.40274, 44.518135716451944, -63.380283627336297, 38.178577760834074, 3.247
1370539083.37018, 44.517997059644308, -63.380184264736776, 29.402170374249991, 2.6884
1370539143.90796, 44.517859380001902, -63.380085602381833, 20.726046838595423, 4.1095
1370539203.93573, 44.517722860263191, -63.379987771223334, 12.462131021048128, 4.7332
1370539264.13049, 44.517585960742977, -63.379889667910319, 5.0801844126500235, 6.8631
1370539324.8862, 44.517447785467887, -63.379790650380947, 8.7214557802708033, 8.1673
1370539547.62146, 44.516941223930189, -63.379427644250462, 41.558863422316691, 0.0
1370539608.01599, 44.516803870077844, -63.379329215359334, 37.701372065649458, 3.1052
1370539669.03665, 44.516665092233147, -63.37922976602367, 29.224225023588293, 2.7432
1370539729.17941, 44.516528310975403, -63.379131747458501, 20.959866590397731, 3.9269
1370539789.92758, 44.516390152847791, -63.379032742217149, 12.448111963615428, 4.9318
1370539850.07675, 44.516253357012204, -63.378934713205382, 6.1028166117639833, 7.0511
1370539910.98538, 44.516114833954752, -63.378835446452328, 7.2615052899420167, 8.1682
1370540139.02499, 44.515596208858895, -63.378463795477664, 45.017825572845325, 0.0
1370540199.72604, 44.515458157895935, -63.37836486703138, 37.385060728538335, 3.0209
1370540260.70963, 44.5153194643582, -63.378265478110769, 28.294994435553654, 2.8317
1370540320.87579, 44.51518262988224, -63.378167421408989, 19.872143957962304, 3.7029
1370540380.97864, 44.515045939391051, -63.378069467887876, 11.914154128204903, 5.1691
1370540441.6474, 44.514907961864438, -63.377970592066674, 4.5434807444044463, 7.5502
1370540502.61111, 44.514769313539446, -63.377871235545882, 8.8297006210147035, 8.3774
1370540743.43469, 44.514221614163027, -63.377478749704579, 45.362136782542166, 0.0
1370540803.47845, 44.514085058058598, -63.377380892486109, 40.002537606715649, 3.091
1370540863.61874, 44.513948282418355, -63.377282877946492, 31.042502278492442, 2.8456
1370540924.34708, 44.513810169390155, -63.377183905023749, 22.511123034027936, 3.3343
1370540985.34595, 44.513671441102005, -63.377084491200705, 14.226255587784612, 4.7929
1370541045.48431, 44.513534669851111, -63.376986479806526, 6.7183426638319759, 6.7422
1370541106.20163, 44.51339658188477, -63.376887524843319, 6.9701706817653255, 8.3904
1370541379.27762, 44.512775531614693, -63.376442475153212, 48.652983294817822, 0.0
1370541440.15771, 44.512637073464852, -63.376343254913486, 41.100005297990727, 2.9358
1370541500.24594, 44.51250041622373, -63.376245325219642, 32.091904081932135, 2.8794
1370541560.39651, 44.512363617204173, -63.376147293926209, 23.673670395666214, 3.2982
1370541620.5329, 44.512226850433187, -63.376049285742369, 15.611719153243074, 4.6955
1370541681.22577, 44.512088818073593, -63.375950370627407, 7.5394429680054458, 6.6597
1370541741.4314, 44.511951893832041, -63.375852249598879, 3.9840971120671305, 8.5611
1370542009.84402, 44.51134144935444, -63.375414800106185, 44.40141908674326, 0.0
1370542069.91971, 44.511204820632436, -63.375316890849369, 39.553398374515709, 3.179
1370542130.23666, 44.511067643218396, -63.37521858839537, 30.750069782362115, 2.8575
1370542190.7243, 44.510930077608528, -63.375120007757069, 22.206561978117872, 3.6129
1370542250.85321, 44.510793327849463, -63.375022011764109, 14.026311589478983, 4.8406
1370542311.14139, 44.510656215866284, -63.374923756198392, 6.8823818757607222, 7.3043
1370542372.08453, 44.510517614323248, -63.374824433201937, 4.4865252971913403, 8.4312
1370542641.03592, 44.509905944533863, -63.374386105640824, 45.303541619234025, 0.0
1370542701.36545, 44.509768738509614, -63.374287782684512, 42.195446945641194, 2.8871
1370542762.3942, 44.509629942265427, -63.374188320163618, 33.362817260755733, 2.8253
1370542823.15378, 44.509491758188865, -63.374089296327043, 24.545024594592157, 3.0711
1370542883.30136, 44.509354965969415, -63.373991269906618, 15.972408056276972, 4.5194
1370542943.33722, 44.509218427831762, -63.373893425563296, 8.0093289067721685, 7.5858
1370543004.02219, 44.509080413438404, -63.373794523323085, 5.6189214868173902, 8.3885
1370543291.36063, 44.508426926415417, -63.373326229191228, 49.863656677534806, 0.0
1370543352.34528, 44.508288230467471, -63.373226838543438, 42.451625926237853, 2.9079
1370543413.36697, 44.508149450279802, -63.373127387528776, 33.521819185202475, 2.6754
1370543473.4808, 44.508012734817306, -63.373029416113013, 25.079591150527769, 3.0536
1370543533.61395, 44.507875975415217, -63.372931413209791, 16.883882540572479, 4.2476
1370543594.41522, 44.507737696523819, -63.372832321428127, 9.6665459062652861, 6.9078
1370543654.52618, 44.507600987588141, -63.372734354689541, 3.2316410273444429, 8.4546
1370543961.67551, 44.506902445126336, -63.372233773462654, 49.168306280285066, 0.0
1370544022.46353, 44.506764196368813, -63.372134703275172, 43.154251192904404, 2.9608
1370544083.2919, 44.506625855844867, -63.372035567327124, 34.327539719092904, 2.5884
1370544143.31354, 44.506489350047431, -63.371937746159055, 26.002915756455685, 2.9844
1370544203.41144, 44.50635267081401, -63.371839800705352, 17.806795413945778, 4.1339
1370544263.68649, 44.506215588691973, -63.371741566538375, 9.901416791669833, 7.2081
1370544324.35336, 44.50607761546361, -63.371642693797334, 4.5942649774100719, 8.6151
1370544631.91513, 44.505378134999113, -63.371141440390076, 47.804536656416566, 0.0
1370544692.03033, 44.505241416420425, -63.371043466741227, 43.202243073891424, 2.9243
1370544752.71875, 44.505103394180999, -63.370944558878463, 34.030507501103351, 2.516
1370544813.72784, 44.504964642649625, -63.370845128399139, 25.41936313024685, 3.049
1370544873.84079, 44.504827929187954, -63.370747158417188, 17.2326137572629, 4.4573
1370544933.97791, 44.504691160757204, -63.370649149043949, 9.5304407521149503, 7.9974
1370544994.76779, 44.504552907769749, -63.370550075825257, 5.9128999925103223, 8.9494
1370545303.30206, 44.503851215571835, -63.370047237471788, 48.817364767448588, 0.0
1370545364.29648, 44.50371249740386, -63.369947830900941, 44.985937355951322, 2.8609
1370545424.39252, 44.503575822400371, -63.369849888478441, 36.045358899270717, 2.7879
1370545484.51828, 44.503439079805247, -63.369751897619217, 27.395257508054254, 3.0067
1370545544.74448, 44.503302108782279, -63.369653743066742, 18.920725491719093, 3.9748
1370545604.90125, 44.503165295662036, -63.369555701668645, 10.832092951792017, 6.0561
1370545665.84225, 44.503026698985515, -63.369456382159569, 5.7570593163953028, 8.7921
1370545726.66428, 44.502888372880541, -63.369357256544276, 9.4175029166273134, 9.396
1370545991.86252, 44.502285238790925, -63.368925045735253, 50.402928097833502, 0.0
1370546052.39066, 44.502147581072492, -63.368826399091205, 45.270835796765596, 2.8566
1370546113.17059, 44.502009350714452, -63.368727342088938, 36.136262223324067, 2.9676
1370546173.20111, 44.501872824721666, -63.36862950644872, 27.585323016184553, 2.9528
1370546233.23154, 44.501736298933302, -63.368531670954994, 19.240776351653363, 3.9512
1370546293.36923, 44.501599529206082, -63.368433660652691, 11.348050222168084, 5.3317
1370546354.15784, 44.501461279107083, -63.368334589503895, 5.4044523923435159, 8.9102
1370546415.08566, 44.5013227124061, -63.368235291475536, 9.5207335788715817, 8.9461
1370546688.49957, 44.500700893612667, -63.367789691055329, 54.456932986155515, 0.0
1370546749.47229, 44.500562224796269, -63.367690319850226, 46.545347494391933, 2.7504
1370546810.46042, 44.500423520933936, -63.367590923530926, 37.466816723573572, 2.971
1370546870.578, 44.50028679694217, -63.367492946003019, 28.881455864073075, 2.8749
1370546930.72403, 44.500150008247751, -63.367394922108673, 20.0253125043164, 4.0089
1370546991.54477, 44.500011685076245, -63.367295798595521, 11.785615571779017, 5.0971
1370547051.7634, 44.499874731269074, -63.367197656380021, 4.2072309163593591, 9.092
1370547112.81497, 44.499735883126455, -63.367098156668291, 11.275251081984809, 9.108
1370547399.95123, 44.499082855916463, -63.366630192042173, 52.60830472322872, 0.0
1370547460.79303, 44.498944484848714, -63.36653103420619, 48.457167566917896, 2.6751
1370547521.73965, 44.498805875391291, -63.366431705538218, 39.298818550772737, 3.0344
1370547581.75732, 44.498669378623063, -63.366333890840551, 30.583266536817838, 2.9329
1370547641.92514, 44.498532540372103, -63.366235831433578, 22.141178947975277, 4.0443
1370547702.14343, 44.498395587338152, -63.366137689772181, 13.954356911125249, 4.24
1370547762.82785, 44.498257574195712, -63.366038788428391, 6.5317461407470416, 9.0213
1370547822.98178, 44.498120767534516, -63.365940751658897, 5.134896082796879, 9.2468
1370548128.16599, 44.497426694298312, -63.365443373115539, 54.317209804308725, 0.0
1370548188.55737, 44.497289347610447, -63.365344949358537, 49.799148452719635, 3.0597
1370548249.52533, 44.497150689619666, -63.365245585911161, 40.639890820886066, 2.994
1370548309.65521, 44.497013937654806, -63.365147588337514, 31.694772060253225, 2.9206
1370548370.48386, 44.496875596493744, -63.3650484519329, 23.007184671986337, 3.976
1370548430.60699, 44.496738859879954, -63.364950465359946, 15.063472566615669, 3.9933
1370548490.73068, 44.496602121993, -63.364852477874642, 7.7328994903762203, 7.9789
1370548550.98859, 44.496465078852395, -63.364754271642084, 3.5149626604553106, 9.3088
1370548843.29178, 44.495800300615706, -63.364277886134367, 51.723643024748611, 0.0
1370548904.28448, 44.495661586359375, -63.36417848236664, 45.699202837599486, 3.0411
1370548964.37225, 44.495524930164216, -63.36408055342234, 36.928960397590586, 2.7955
1370549024.52539, 44.495388125299961, -63.363982517940556, 28.435900145442481, 3.0748
1370549085.5462, 44.495249347113656, -63.363883068360089, 20.130021529732534, 3.4209
1370549146.56601, 44.495110571202005, -63.363783620409656, 12.487674207075333, 5.3173
1370549207.50085, 44.494971988535617, -63.363684310940357, 5.1487351686774909, 9.1831
1370549268.57703, 44.494833084422964, -63.363584771120038, 8.6619332863624443, 9.3974
1370549535.8692, 44.49422518815782, -63.363149147697186, 52.627323026880809, 0.0
1370549596.13696, 44.494088122615537, -63.363050925411393, 45.642027946759342, 3.0989
1370549656.1781, 44.493951572469669, -63.362953072462879, 36.503998134594156, 2.7191
1370549716.28635, 44.493814869697516, -63.362855110141126, 28.298797964471575, 3.215
1370549776.35257, 44.49367826251288, -63.362757216318165, 20.141328677034014, 3.505
1370549836.37939, 44.493541744934952, -63.362659386708103, 12.299753723939471, 5.1769
1370549897.1687, 44.493403493243967, -63.362560314418481, 4.8332799898418486, 9.0538
1370549957.28372, 44.493266775074659, -63.362462341063001, 8.6224288236432329, 9.4287
1370550223.80154, 44.492660639895803, -63.362027979648943, 51.097168988769646, 0.0
1370550284.18604, 44.492523308854523, -63.361929567104404, 45.642579330739274, 3.1815
1370550344.53577, 44.492386056889856, -63.361831211226814, 36.777011238813053, 2.8041
1370550405.54919, 44.492247295510509, -63.361731773690352, 28.288935825644263, 3.0129
1370550465.62286, 44.492110671382811, -63.361633867725857, 20.327315582963276, 4.0211
1370550526.57101, 44.491972058445363, -63.361534536564065, 12.515397125050674, 5.1724
1370550587.54568, 44.49183338519461, -63.361435162181273, 5.9764597029054691, 9.2967
1370550648.46948, 44.491694827636167, -63.361335870704529, 7.1510126198480819, 9.58
1370550947.69843, 44.491014298307121, -63.360848197835537, 56.134386241868413, 0.0
1370551008.70096, 44.490875561695198, -63.360748778047608, 49.141193614295297, 2.9401
1370551069.68417, 44.490736869021781, -63.360649389746378, 40.12209381260854, 2.8301
1370551130.0629, 44.490599551102996, -63.360550986605531, 31.483628084231317, 2.9034
1370551190.21295, 44.490462753266044, -63.360452956159563, 22.892552802253537, 4.1007
1370551250.2934, 44.490326113718424, -63.360355039145027, 14.776629871223824, 4.072
1370551310.35641, 44.490189513834366, -63.360257150553714, 7.7033227238870641, 7.9098
1370551371.21976, 44.490051093756101, -63.360157957596392, 5.9327283731836209, 9.5547
1370551686.70068, 44.489333602955661, -63.359643797835467, 54.637988316099801, 0.0
1370551747.21732, 44.48919597139168, -63.359545169933909, 48.786049416221928, 2.9116
1370551808.01639, 44.489057697503441, -63.359446081737552, 39.842784064054378, 2.9185
1370551868.03748, 44.488921192956923, -63.359348261465904, 31.300972834769269, 2.8888
1370551928.05972, 44.488784685795231, -63.359250439320206, 22.955228832742705, 3.9095
1370551988.73914, 44.488646684024445, -63.359151546125425, 15.291747689046062, 4.0636
1370552048.78403, 44.488510125350388, -63.359053687065547, 8.3028084957018642, 7.6352
1370552109.79465, 44.488371370338982, -63.358954254092403, 6.0699339654028783, 9.7822
1370552440.33847, 44.487619622341462, -63.35841554534457, 57.436512353198466, 0.0
1370552500.42999, 44.487482957617573, -63.358317610288516, 50.493044951468931, 2.8401
1370552561.22266, 44.487344698284943, -63.35821853252282, 41.276601235251313, 2.7892
1370552621.3447, 44.487207964150222, -63.358120547726394, 32.485042842184228, 2.9067
1370552682.29236, 44.487069352327595, -63.3580212173635, 24.28634007778443, 4.0239
1370552742.42618, 44.486932591402386, -63.357923213368792, 16.42648170132999, 3.9728
1370552803.41617, 44.486793883309581, -63.357823814017898, 8.9763756133250467, 7.2864
1370552864.3656, 44.486655267460897, -63.357724480769889, 3.2021973728140152, 9.7216
1370553045.08151, 44.486244269537927, -63.357429956305346, 31.343778187641611, 0.0
1370553105.51346, 44.486106830582628, -63.357331466428747, 25.989401137713891, 4.0073
1370553165.74518, 44.485969847005414, -63.357233302879791, 17.99076520738717, 3.9456
1370553225.9996, 44.48583281180197, -63.357135102335064, 10.318198693483065, 6.4068
1370553287.01685, 44.485694041712243, -63.357035658556669, 3.629071850148371, 9.9364
1370553348.00839, 44.4855553300944, -63.356936256679703, 0.56704426784902284, 10.2853
1370553408.80002, 44.48542617935297, -63.356835974594055, 0.1028992776035795, 10.3333
1370553468.99591, 44.485455635277553, -63.356751031422448, 0.20334668620514726, 10.2885
1370553529.02182, 44.485488791019073, -63.356666684818777, 0.31039739447783055, 10.3036
1370553589.14008, 44.485516828693349, -63.35658028300621, 0.33935795022640458, 10.3137
1370553649.81699, 44.485545126908221, -63.356493078303231, 0.74920973207709096, 10.3187
1370553709.92685, 44.485573160665076, -63.356406688562721, 0.95702597935982281, 10.3179
1370553770.02365, 44.485601188330911, -63.356320317592491, 0.91689270466157913, 10.3272
1370553830.97165, 44.485629612975494, -63.356232723279604, 1.1059247430418466, 10.3419
1370553891.24564, 44.485657723278514, -63.356146097651909, 1.0170037691625791, 10.3466
1370553951.59644, 44.485685869403781, -63.356059361633243, 0.74070245003153234, 10.3376
1370554011.81528, 44.485719583804737, -63.355977083259056, 0.070385825923716672, 10.3351
1370554072.62576, 44.485714938134393, -63.355854599196739, 6.0933939355505053, 10.3329
1370554416.06302, 44.48491438805754, -63.354888716940614, 60.661636082219992, 0.0
1370554476.45645, 44.484773611354875, -63.354718866580072, 56.459068498225975, 2.7892
1370554536.53534, 44.484633567842742, -63.354549900830939, 47.277082475443123, 2.4406
1370554596.77466, 44.484493150369403, -63.354380483888932, 38.220775171075147, 2.9239
1370554656.91177, 44.484352971147025, -63.354211354402238, 29.618348914136789, 3.4518
1370554717.62079, 44.484211458806293, -63.354040616477292, 21.109480283073871, 3.2172
1370554778.11691, 44.48407044273393, -63.353870477311659, 13.12356706931045, 5.1786
1370554838.99869, 44.483928527690701, -63.353699253516808, 6.4684335628224003, 8.7723
1370554900.07458, 44.483786160177935, -63.35352748380695, 5.9775330682105734, 9.8852
1370555284.91599, 44.482889097289188, -63.352445156602293, 66.727273807462481, 0.0
1370555345.7749, 44.482747235555941, -63.352273997127163, 62.562583107544661, 2.8397
1370555406.58585, 44.482605485616688, -63.352102972534084, 53.41390726447495, 2.8332
1370555466.61563, 44.48246555658006, -63.351934144902309, 44.397362650218177, 2.6046
1370555527.62238, 44.4823233502321, -63.351762569641529, 35.496522117928485, 2.9637
1370555588.30334, 44.482181903298951, -63.351591910632351, 27.04475951588034, 3.7625
1370555648.33188, 44.482041977152235, -63.351423086487316, 19.013635037742368, 3.7838
1370555708.35425, 44.481902065388383, -63.351254279695546, 11.347149263189733, 6.5611
1370555769.25912, 44.48176009652223, -63.351082990962077, 6.0808119760329467, 9.3008
1370555830.31216, 44.48161778227275, -63.350911285515615, 8.9429662095530844, 10.0439
1370556207.08215, 44.480739533813335, -63.349851658356805, 72.026199090684301, 0.0
1370556267.16132, 44.480599489648746, -63.349682691820476, 68.557152783834283, 2.8336
1370556327.29163, 44.480459326276986, -63.349513581457913, 59.362454085376186, 2.7929
1370556388.0463, 44.480317707526375, -63.349342715146982, 50.033705814512331, 2.1982
1370556448.1723, 44.480177554200942, -63.349173616905553, 40.965075202852816, 2.6738
1370556509.18475, 44.480035334566608, -63.34900202561446, 31.79562898128874, 2.8992
1370556570.17221, 44.479893173184003, -63.348830504605424, 23.280609298923203, 2.8982
1370556630.9953, 44.479751394946405, -63.348659445869735, 15.059914179082277, 4.9107
1370556691.37289, 44.479610655166802, -63.348489640057736, 7.5964240383775001, 8.1573
1370556752.42874, 44.479468334367233, -63.348317926708432, 5.3907307409246474, 9.7536
1370557163.72266, 44.478509610845556, -63.347161204518414, 76.791770958765213, 0.0
1370557224.55884, 44.478367802095498, -63.346990108968733, 69.811324887796232, 2.7909
1370557285.50717, 44.478225731924603, -63.346818698008754, 60.577536437051165, 2.778
1370557346.49701, 44.478083564993923, -63.346647170305829, 51.269847257324301, 2.3855
1370557406.51941, 44.477943653160047, -63.346478363429576, 42.349255775063469, 2.3484
1370557466.73352, 44.477803294450837, -63.346309017387846, 33.558463308759258, 2.8988
1370557527.43274, 44.477661804953733, -63.346138307024276, 24.926371438134552, 3.1637
1370557588.47266, 44.477519521286752, -63.345966638476298, 16.641897964898277, 3.8693
1370557649.4613, 44.477377357153721, -63.345795114148814, 8.777840294407806, 6.4436
1370557710.26654, 44.477235620524183, -63.345624105614213, 5.6912362364055777, 9.8576
1370558142.49786, 44.476228092056076, -63.344408499123112, 75.925931898319106, 0.0
1370558203.45261, 44.476086006919893, -63.344237070107148, 70.451477650697797, 2.8101
1370558264.40253, 44.475943933042693, -63.344065654675418, 61.148691996102563, 2.7342
1370558325.38281, 44.475801788396005, -63.343894153858656, 51.924859432159323, 2.4478
1370558385.40189, 44.475661884300976, -63.343725356319503, 42.814033275423441, 2.382
1370558446.20514, 44.475520152310303, -63.343554353381798, 33.633804948603157, 2.9361
1370558506.30649, 44.475380056444642, -63.343385324466922, 24.977713297441127, 3.0597
1370558566.35208, 44.475240090554422, -63.343216452370427, 16.619403202717397, 3.7327
1370558627.23083, 44.47509818257425, -63.343045237097314, 8.5152238124571138, 6.6028
1370558688.1748, 44.474956122566404, -63.342873838399278, 6.1241908391835063, 9.8092
1370559130.07736, 44.473926050498925, -63.341631032532071, 76.967360763433945, 0.0
1370559191.1423, 44.473783708510744, -63.341459293618222, 71.596823955995134, 2.7793
1370559251.88892, 44.473642108523997, -63.341288449946319, 62.495297742854092, 2.7125
1370559312.08551, 44.473501790654232, -63.341119153178333, 53.571395713061506, 2.4235
1370559372.17642, 44.473361719123851, -63.34095015362454, 44.744427303659052, 2.2917
1370559433.0629, 44.473219793124528, -63.340778916610901, 35.837584322458397, 3.0095
1370559493.78741, 44.473078244676572, -63.340608135121748, 27.135516082885186, 2.9951
1370559554.15289, 44.47293753312529, -63.340438363367873, 19.057948639950499, 3.6367
1370559615.16989, 44.47279530288499, -63.340266759280425, 10.83981606601742, 6.4315
1370559675.18405, 44.472655410257907, -63.340097975577613, 5.716236345557463, 9.7134
1370559735.97241, 44.47251371297618, -63.339927014517059, 11.048369281635271, 9.8354
