Height(km)\Time,2019/12/04 03:32:25,2019/12/04 03:32:34,2019/12/04 03:32:42,2019/12/04 03:32:51,2019/12/04 03:33:00,2019/12/04 03:33:08,2019/12/04 03:33:17,2019/12/04 03:33:26,2019/12/04 03:33:34,2019/12/04 03:33:43,2019/12/04 03:33:52,2019/12/04 03:34:00,2019/12/04 03:34:09,2019/12/04 03:34:18,2019/12/04 03:34:26,2019/12/04 03:34:35,2019/12/04 03:34:43,2019/12/04 03:34:52,2019/12/04 03:35:01,2019/12/04 03:35:10,2019/12/04 03:35:18,2019/12/04 03:35:27,2019/12/04 03:35:35,2019/12/04 03:35:44,2019/12/04 03:35:53,2019/12/04 03:36:02,2019/12/04 03:36:10,2019/12/04 03:36:19,2019/12/04 03:36:28,2019/12/04 03:36:37,2019/12/04 03:36:45,2019/12/04 03:36:54,2019/12/04 03:37:03,2019/12/04 03:37:11,2019/12/04 03:37:20,2019/12/04 03:37:29,2019/12/04 03:37:37,2019/12/04 03:37:46,2019/12/04 03:37:55,2019/12/04 03:38:03,2019/12/04 03:38:12,2019/12/04 03:38:21,2019/12/04 03:38:29,2019/12/04 03:38:38,2019/12/04 03:38:47,2019/12/04 03:38:56,2019/12/04 03:39:05,2019/12/04 03:39:13,2019/12/04 03:39:22,2019/12/04 03:39:31,2019/12/04 03:39:39,2019/12/04 03:39:48,2019/12/04 03:39:57,2019/12/04 03:40:05,2019/12/04 03:40:14,2019/12/04 03:40:23,2019/12/04 03:40:31,2019/12/04 03:40:40,2019/12/04 03:40:49,2019/12/04 03:40:57,2019/12/04 03:41:06,2019/12/04 03:41:15,2019/12/04 03:41:24,2019/12/04 03:41:32,2019/12/04 03:41:41,2019/12/04 03:41:50,2019/12/04 03:41:58,2019/12/04 03:42:07,2019/12/04 03:42:16,2019/12/04 03:42:25,2019/12/04 03:42:33,2019/12/04 03:42:42,2019/12/04 03:42:50,2019/12/04 03:42:59,2019/12/04 03:43:08,2019/12/04 03:43:17,2019/12/04 03:43:25,2019/12/04 03:43:34,2019/12/04 03:43:43,2019/12/04 03:43:51,2019/12/04 03:44:00,2019/12/04 03:44:09,2019/12/04 03:44:17,2019/12/04 03:44:26,2019/12/04 03:44:35,2019/12/04 03:44:43,2019/12/04 03:44:52,2019/12/04 03:45:01,2019/12/04 03:45:10,2019/12/04 03:45:18,2019/12/04 03:45:27,2019/12/04 03:45:36,2019/12/04 03:45:44,2019/12/04 03:45:53,2019/12/04 03:46:01,2019/12/04 03:46:10,2019/12/04 03:46:19,2019/12/04 03:46:27,2019/12/04 03:46:36,2019/12/04 03:46:45,2019/12/04 03:46:53,2019/12/04 03:47:02,2019/12/04 03:47:11,2019/12/04 03:47:19,2019/12/04 03:47:28,2019/12/04 03:47:37,2019/12/04 03:47:45,2019/12/04 03:47:54,2019/12/04 03:48:03,2019/12/04 03:48:11,2019/12/04 03:48:20,2019/12/04 03:48:29,2019/12/04 03:48:37,2019/12/04 03:48:46,2019/12/04 03:48:55,2019/12/04 03:49:04,2019/12/04 03:49:12,2019/12/04 03:49:21,2019/12/04 03:49:30,2019/12/04 03:49:38,2019/12/04 03:49:47,2019/12/04 03:49:56,2019/12/04 03:50:08,2019/12/04 03:50:16,2019/12/04 03:50:25,2019/12/04 03:50:34,2019/12/04 03:50:42,2019/12/04 03:50:51,2019/12/04 03:51:00,2019/12/04 03:51:08,2019/12/04 03:51:17,2019/12/04 03:51:26,2019/12/04 03:51:34,2019/12/04 03:51:43,2019/12/04 03:51:52,2019/12/04 03:52:00,2019/12/04 03:52:09,2019/12/04 03:52:18,2019/12/04 03:52:26,2019/12/04 03:52:35,2019/12/04 03:52:44,2019/12/04 03:52:52,2019/12/04 03:53:01,2019/12/04 03:53:10,2019/12/04 03:53:18,2019/12/04 03:53:27,2019/12/04 03:53:36,2019/12/04 03:53:44,2019/12/04 03:53:53,2019/12/04 03:54:01,2019/12/04 03:54:10,2019/12/04 03:54:19,2019/12/04 03:54:28,2019/12/04 03:54:36,2019/12/04 03:54:45,2019/12/04 03:54:54,2019/12/04 03:55:03,2019/12/04 03:55:11,2019/12/04 03:55:20,2019/12/04 03:55:28,2019/12/04 03:55:37,2019/12/04 03:55:46,2019/12/04 03:55:55,2019/12/04 03:56:03,2019/12/04 03:56:12,2019/12/04 03:56:20,2019/12/04 03:56:29,2019/12/04 03:56:38,2019/12/04 03:56:46,2019/12/04 03:56:55,2019/12/04 03:57:04,2019/12/04 03:57:12,2019/12/04 03:57:21,2019/12/04 03:57:30,2019/12/04 03:57:38,2019/12/04 03:57:47,2019/12/04 03:57:56,2019/12/04 03:58:04,2019/12/04 03:58:13,2019/12/04 03:58:22,2019/12/04 03:58:30,
6.555000,0.000282,0.011120,0.017238,0.037489,0.053638,0.057095,0.053000,0.030160,0.018202,0.012463,0.011141,0.011613,0.013928,0.020339,0.022481,0.020328,0.020350,0.029808,0.038688,0.022687,0.014329,0.012977,0.013359,0.018585,0.032907,0.036930,0.033773,0.036778,0.026884,0.050907,0.133655,0.154678,0.066926,0.027966,0.044192,0.057374,0.033640,0.025664,0.030796,0.034981,0.021418,0.014219,0.012610,0.012583,0.012751,0.017553,0.025279,0.022694,0.020864,0.043905,0.067311,0.049874,0.024509,0.021719,0.029111,0.027743,0.021947,0.030622,0.040663,0.023155,0.015798,0.027154,0.035320,0.023951,0.020267,0.013422,0.011873,0.011737,0.011607,0.013464,0.036764,0.058608,0.038096,0.020096,0.014566,0.024633,0.029564,0.019155,0.013774,0.012387,0.011937,0.011796,0.011123,0.010197,0.011998,0.021602,0.026626,0.016206,0.010050,0.011050,0.012584,0.011220,0.011852,0.012139,0.017163,0.020861,0.014820,0.012515,0.010170,0.013248,0.021606,0.019527,0.020818,0.024212,0.014952,0.010219,0.011379,0.011601,0.011523,0.011700,0.012181,0.012794,0.016031,0.017758,0.013605,0.015119,0.016392,0.013584,0.017398,0.018972,0.012217,0.011428,0.010817,0.011325,0.012600,0.026044,0.036232,0.021478,0.022795,0.028561,0.019304,0.014669,0.022690,0.029249,0.022893,0.022702,0.024542,0.025566,0.023481,0.026897,0.026465,0.022649,0.015938,0.012869,0.012873,0.027023,0.036782,0.018040,0.023031,0.045392,0.045797,0.058419,0.095532,0.091607,0.063028,0.049305,0.044641,0.024197,0.023750,0.028197,0.035661,0.048672,0.041080,0.057151,0.093982,0.074762,0.060505,0.059898,0.031570,0.017581,0.011684,0.007370,0.007297,0.008799,0.014712,0.020154,0.012587,0.011065,0.011129,0.014606,0.021245,
6.562500,0.022684,0.014233,0.015806,0.038039,0.056355,0.051054,0.046829,0.024626,0.015414,0.011436,0.011464,0.011915,0.012531,0.021996,0.029687,0.023747,0.023870,0.034660,0.043420,0.024767,0.015011,0.014701,0.015303,0.023022,0.036835,0.034249,0.032358,0.038728,0.027448,0.053127,0.142323,0.159867,0.064563,0.022881,0.039328,0.058867,0.043725,0.037985,0.033804,0.036971,0.021687,0.014223,0.011816,0.010679,0.013050,0.021229,0.025386,0.018094,0.018788,0.045647,0.071051,0.052163,0.025834,0.024147,0.032358,0.028817,0.024565,0.036309,0.046162,0.024955,0.015548,0.022518,0.027134,0.019444,0.016697,0.010606,0.011344,0.011477,0.011426,0.013710,0.042605,0.078492,0.058645,0.027400,0.017153,0.024159,0.027762,0.018025,0.013510,0.012334,0.011318,0.010133,0.008934,0.010583,0.014608,0.016433,0.018276,0.012960,0.011819,0.016976,0.017913,0.013898,0.012158,0.012223,0.017326,0.021792,0.016483,0.012700,0.010499,0.016568,0.025637,0.019472,0.018530,0.019888,0.014963,0.012749,0.012158,0.011516,0.011260,0.011809,0.012291,0.012713,0.012298,0.012051,0.012637,0.012978,0.011820,0.012327,0.014531,0.015086,0.012274,0.010695,0.009801,0.011545,0.012878,0.029678,0.042593,0.024796,0.030860,0.040699,0.023493,0.015055,0.019979,0.025449,0.019624,0.019695,0.022707,0.018719,0.021905,0.025620,0.027642,0.023852,0.016027,0.012941,0.013268,0.027456,0.037975,0.020730,0.023291,0.043029,0.044897,0.056622,0.093890,0.093457,0.057237,0.038117,0.032456,0.020681,0.026447,0.034653,0.027238,0.029556,0.028920,0.055461,0.089466,0.063928,0.055371,0.059748,0.030308,0.017386,0.012081,0.006628,0.006320,0.011563,0.020745,0.023057,0.013500,0.010909,0.011100,0.013905,0.018590,
6.570000,0.032802,0.019030,0.015296,0.040004,0.060444,0.041133,0.033811,0.020489,0.012572,0.010109,0.011202,0.011849,0.012502,0.026554,0.037938,0.028386,0.026006,0.036677,0.050548,0.026378,0.017542,0.019046,0.019023,0.030815,0.039355,0.028532,0.032103,0.038873,0.024461,0.055385,0.144660,0.157387,0.067743,0.025840,0.044231,0.067405,0.050795,0.043937,0.039148,0.038479,0.022087,0.014242,0.011010,0.009849,0.016136,0.025257,0.025254,0.020133,0.023135,0.046582,0.074366,0.056649,0.027424,0.024529,0.027625,0.024987,0.029320,0.038559,0.047817,0.024415,0.015660,0.019700,0.024185,0.017719,0.011852,0.009755,0.011094,0.011694,0.011929,0.014187,0.046091,0.090319,0.071830,0.030605,0.019310,0.025308,0.026338,0.017002,0.013259,0.012234,0.010214,0.009465,0.012054,0.011194,0.010213,0.012727,0.014533,0.013577,0.015573,0.020771,0.018657,0.013512,0.012331,0.012724,0.019463,0.023803,0.015688,0.012751,0.012218,0.022420,0.031676,0.021111,0.016771,0.017109,0.014659,0.014839,0.014989,0.013550,0.012030,0.011915,0.011138,0.010440,0.010052,0.009711,0.013227,0.013038,0.009905,0.011273,0.012013,0.011762,0.011745,0.011631,0.011507,0.011752,0.013199,0.031545,0.045870,0.027517,0.034707,0.044536,0.023309,0.015180,0.022989,0.029772,0.018624,0.013490,0.012776,0.015519,0.019359,0.021273,0.022997,0.024743,0.017439,0.013170,0.013385,0.025154,0.033818,0.024029,0.030347,0.042613,0.039051,0.049749,0.091894,0.090670,0.048612,0.033930,0.026798,0.018581,0.025160,0.032432,0.024082,0.023640,0.023441,0.055388,0.090114,0.059051,0.053901,0.056280,0.033678,0.027694,0.016457,0.007401,0.007453,0.017885,0.032160,0.027990,0.013561,0.011353,0.011815,0.013196,0.015934,
6.577500,0.057333,0.025799,0.016582,0.040150,0.060533,0.039778,0.029009,0.017000,0.009882,0.008720,0.010809,0.011250,0.011679,0.030105,0.045291,0.025875,0.017403,0.038894,0.055551,0.028229,0.021211,0.025996,0.026176,0.037633,0.038618,0.025615,0.030569,0.036643,0.022505,0.054136,0.142172,0.161456,0.079538,0.037796,0.051323,0.071439,0.055140,0.051880,0.040924,0.039598,0.022534,0.014276,0.012926,0.012717,0.014587,0.021892,0.024437,0.022087,0.023758,0.044823,0.074720,0.057876,0.027268,0.022148,0.022857,0.021639,0.027191,0.036566,0.045863,0.025418,0.015584,0.023424,0.031643,0.020706,0.012643,0.010716,0.011504,0.011715,0.011885,0.014431,0.046406,0.088538,0.069234,0.030712,0.022282,0.029526,0.025959,0.017096,0.013163,0.012118,0.010620,0.011450,0.012637,0.007492,0.007328,0.012281,0.014710,0.012945,0.015456,0.017433,0.013981,0.012278,0.012197,0.015065,0.021456,0.021829,0.015797,0.012833,0.012851,0.027102,0.039234,0.024219,0.016766,0.015595,0.013582,0.018288,0.022918,0.016608,0.012683,0.011991,0.011411,0.011253,0.011458,0.010731,0.012563,0.012669,0.010486,0.012032,0.010815,0.009045,0.010100,0.011242,0.011759,0.011948,0.013406,0.030380,0.042352,0.025523,0.032375,0.038628,0.023021,0.015346,0.026576,0.036335,0.020958,0.013223,0.012961,0.018063,0.022294,0.018845,0.023528,0.026227,0.016475,0.013174,0.013263,0.025628,0.036090,0.029798,0.031966,0.034067,0.035258,0.048226,0.087927,0.087490,0.042169,0.025956,0.022678,0.018118,0.025680,0.031139,0.022053,0.019109,0.019225,0.049863,0.077277,0.052934,0.054373,0.059564,0.045275,0.041122,0.019730,0.009521,0.010201,0.018678,0.031815,0.027706,0.014811,0.012347,0.012025,0.012469,0.013278,
6.585000,0.090613,0.033953,0.018301,0.046190,0.070983,0.041084,0.024872,0.014536,0.008971,0.007962,0.009418,0.009554,0.011029,0.034822,0.051067,0.027090,0.018784,0.042112,0.061321,0.032026,0.024655,0.027407,0.028420,0.042139,0.035841,0.022547,0.026130,0.030973,0.021495,0.053743,0.139504,0.157849,0.082301,0.042831,0.049705,0.068270,0.056847,0.053518,0.045332,0.045862,0.025635,0.014852,0.013670,0.012582,0.012698,0.018442,0.020399,0.023009,0.022049,0.042785,0.075430,0.054866,0.026426,0.017406,0.016066,0.021073,0.027030,0.036310,0.044904,0.024990,0.016321,0.030325,0.041749,0.022934,0.013717,0.011726,0.011759,0.011696,0.011815,0.014552,0.043449,0.079403,0.061030,0.029681,0.026921,0.035432,0.028603,0.016772,0.013105,0.012115,0.010613,0.009351,0.010814,0.010258,0.008884,0.011458,0.012337,0.012289,0.014177,0.014499,0.010978,0.012012,0.012217,0.016647,0.022931,0.019686,0.013237,0.011799,0.012935,0.030039,0.044301,0.026344,0.016489,0.014224,0.013133,0.022499,0.030189,0.018933,0.013288,0.012143,0.013241,0.014213,0.011605,0.010532,0.012755,0.013710,0.013508,0.013903,0.011138,0.008807,0.010446,0.011777,0.011850,0.013370,0.016263,0.027751,0.036516,0.025176,0.029538,0.036895,0.021804,0.015813,0.030078,0.041232,0.022951,0.014251,0.013409,0.017642,0.019410,0.019398,0.026955,0.024776,0.016423,0.013095,0.013267,0.028441,0.040354,0.024884,0.020022,0.025189,0.035133,0.049539,0.084015,0.086426,0.039832,0.022180,0.020353,0.018335,0.025628,0.027943,0.021624,0.022422,0.026482,0.052730,0.069702,0.048732,0.060062,0.061895,0.046263,0.041920,0.019941,0.010777,0.012141,0.018395,0.028719,0.026552,0.016746,0.012834,0.012135,0.011692,0.010623,
6.592500,0.107004,0.038367,0.020015,0.053872,0.083283,0.041903,0.020281,0.013501,0.010663,0.010458,0.011824,0.011725,0.012382,0.033450,0.048932,0.029229,0.021661,0.041047,0.060911,0.036633,0.024664,0.024506,0.030011,0.039212,0.032320,0.021985,0.022025,0.024663,0.020876,0.049228,0.120837,0.133759,0.072656,0.041082,0.049495,0.063129,0.051344,0.053833,0.051222,0.053257,0.027333,0.015411,0.012872,0.012318,0.014035,0.016900,0.019025,0.020960,0.019573,0.042617,0.072973,0.052382,0.026702,0.020367,0.021176,0.024081,0.024722,0.033837,0.044487,0.025352,0.022571,0.043657,0.050177,0.024221,0.012904,0.011792,0.011867,0.011879,0.012075,0.014400,0.039358,0.065042,0.045808,0.028262,0.031871,0.035760,0.022091,0.014699,0.012799,0.012069,0.011621,0.014026,0.016356,0.013153,0.011276,0.011612,0.011942,0.011521,0.011137,0.011286,0.010843,0.011230,0.012203,0.015817,0.018946,0.014764,0.011216,0.011145,0.013113,0.028746,0.041152,0.024745,0.015103,0.012920,0.012827,0.023304,0.031247,0.019118,0.013004,0.011177,0.012366,0.013490,0.012184,0.011819,0.012044,0.011934,0.015257,0.019411,0.015242,0.011547,0.010680,0.010859,0.011870,0.016804,0.021760,0.030965,0.039001,0.022787,0.028845,0.037432,0.023041,0.018397,0.036280,0.046768,0.025835,0.014411,0.012081,0.012584,0.013463,0.021724,0.031552,0.025084,0.016462,0.013086,0.013449,0.026477,0.036997,0.024596,0.017410,0.024725,0.038345,0.046441,0.078437,0.082872,0.038598,0.020869,0.018219,0.015530,0.018922,0.021148,0.020778,0.027628,0.033515,0.056215,0.061646,0.043840,0.059491,0.057416,0.040829,0.036375,0.017676,0.011451,0.014511,0.015130,0.021564,0.022583,0.016157,0.012957,0.012147,0.010889,0.007967,
6.600000,0.089496,0.038161,0.020900,0.060107,0.093206,0.043958,0.018887,0.014185,0.013387,0.019340,0.019889,0.014909,0.013324,0.031424,0.046216,0.027635,0.020033,0.036834,0.056604,0.037351,0.030190,0.035863,0.032841,0.038690,0.032127,0.021717,0.021874,0.027115,0.022961,0.039178,0.092575,0.110600,0.065274,0.040981,0.044814,0.056859,0.051011,0.055024,0.051059,0.054933,0.028848,0.015747,0.012830,0.012313,0.014371,0.017758,0.018184,0.016739,0.016760,0.043241,0.072436,0.050374,0.026397,0.026003,0.026540,0.021199,0.018712,0.030956,0.041593,0.024896,0.034485,0.061918,0.054626,0.025346,0.012791,0.011690,0.011885,0.011930,0.012118,0.014130,0.034309,0.051256,0.032196,0.025793,0.031729,0.027313,0.017128,0.013485,0.012455,0.012064,0.012063,0.017666,0.022192,0.015883,0.012697,0.011955,0.011894,0.011778,0.011769,0.010550,0.009340,0.011149,0.012082,0.014614,0.017448,0.015450,0.013032,0.012961,0.013882,0.026539,0.035414,0.019810,0.012838,0.011288,0.012658,0.022080,0.028483,0.018607,0.011549,0.008739,0.010927,0.012124,0.012094,0.011969,0.010631,0.010144,0.021576,0.029526,0.018896,0.012297,0.011198,0.012528,0.012263,0.017740,0.022836,0.028331,0.034809,0.022695,0.029728,0.039136,0.022374,0.022802,0.048470,0.057761,0.029452,0.014495,0.012223,0.013905,0.012705,0.017691,0.023938,0.020444,0.014631,0.012855,0.013310,0.024346,0.033059,0.021721,0.016584,0.020322,0.031941,0.042434,0.074712,0.080579,0.036183,0.019590,0.016268,0.014062,0.012789,0.012050,0.016549,0.024065,0.034829,0.057260,0.057775,0.038590,0.052033,0.051734,0.035856,0.027983,0.012736,0.011314,0.014357,0.011583,0.015421,0.019805,0.015177,0.012804,0.012082,0.010066,0.005311,
6.607500,0.095594,0.041373,0.025391,0.069281,0.104119,0.047060,0.020062,0.018910,0.021722,0.025556,0.024257,0.015527,0.012731,0.027511,0.040325,0.023770,0.018059,0.040365,0.060117,0.036268,0.036637,0.044567,0.032266,0.032175,0.025487,0.017130,0.020396,0.028010,0.025840,0.030745,0.072010,0.097111,0.059229,0.034570,0.040826,0.052173,0.052560,0.059433,0.052605,0.057778,0.029698,0.016003,0.012881,0.012338,0.012188,0.013877,0.016099,0.014945,0.015867,0.045612,0.072254,0.044218,0.023092,0.021946,0.027006,0.023764,0.017910,0.025453,0.035441,0.027331,0.039203,0.069733,0.059510,0.026290,0.012725,0.011612,0.011873,0.011939,0.012111,0.013759,0.030906,0.044506,0.028187,0.026798,0.034425,0.027454,0.015899,0.013055,0.012270,0.012044,0.012362,0.021606,0.029595,0.019542,0.013320,0.012175,0.011957,0.011830,0.011445,0.010281,0.010029,0.011261,0.012149,0.014960,0.018238,0.017168,0.016243,0.016900,0.014154,0.022991,0.031201,0.020695,0.013179,0.011471,0.013417,0.022052,0.028708,0.018312,0.010405,0.008807,0.011507,0.012016,0.012069,0.011885,0.012213,0.013179,0.025051,0.034546,0.020236,0.016085,0.016691,0.013364,0.011920,0.015011,0.019205,0.026138,0.031638,0.019490,0.025712,0.032510,0.019469,0.022355,0.051896,0.063340,0.031817,0.015546,0.011616,0.011261,0.011873,0.014823,0.017593,0.016423,0.013526,0.012546,0.013093,0.016303,0.021592,0.021039,0.014261,0.013825,0.025383,0.043306,0.070613,0.080321,0.038480,0.018241,0.014194,0.012806,0.010915,0.009361,0.011771,0.020047,0.038483,0.058289,0.054218,0.035662,0.048917,0.054834,0.033384,0.022791,0.014078,0.010934,0.013762,0.011126,0.014588,0.017479,0.014267,0.012592,0.011980,0.010026,0.002656,
6.615000,0.122242,0.048827,0.033967,0.078338,0.116173,0.052751,0.023431,0.025409,0.029373,0.026376,0.027628,0.016770,0.012576,0.026743,0.039334,0.027770,0.022190,0.042883,0.064875,0.040503,0.037631,0.044376,0.028140,0.022982,0.018532,0.015141,0.018739,0.031135,0.035108,0.034827,0.065116,0.088966,0.060712,0.033661,0.039288,0.046864,0.051493,0.058667,0.055402,0.060857,0.031181,0.016295,0.012945,0.012207,0.011265,0.015406,0.019251,0.013735,0.017111,0.048636,0.075002,0.041716,0.019898,0.018159,0.025145,0.026610,0.019154,0.023852,0.031757,0.024055,0.041179,0.073283,0.059085,0.026533,0.012561,0.011526,0.011855,0.011937,0.012085,0.013479,0.028351,0.039789,0.027431,0.030875,0.037368,0.029030,0.017976,0.013181,0.012232,0.012044,0.012663,0.023175,0.031022,0.018995,0.013588,0.012285,0.012592,0.011422,0.009262,0.011164,0.013097,0.012962,0.012407,0.015384,0.016075,0.015808,0.022152,0.018906,0.012993,0.022274,0.034065,0.027691,0.021641,0.015820,0.017419,0.025636,0.031829,0.017656,0.011773,0.015016,0.014022,0.012056,0.011176,0.011459,0.011860,0.012668,0.023454,0.031405,0.019435,0.015176,0.014264,0.012091,0.010955,0.011932,0.015353,0.017816,0.020726,0.016478,0.024444,0.030726,0.019504,0.020204,0.051683,0.073075,0.039463,0.017295,0.010059,0.011262,0.011989,0.016136,0.018994,0.014164,0.012788,0.011622,0.010992,0.012421,0.013920,0.013376,0.011975,0.012227,0.025267,0.042587,0.067894,0.081344,0.037900,0.015952,0.011906,0.011826,0.010142,0.008715,0.011032,0.014855,0.031652,0.054295,0.048393,0.031588,0.047604,0.056528,0.034318,0.025980,0.015016,0.012697,0.014378,0.010151,0.012253,0.014869,0.013354,0.012374,0.011920,0.011067,0.011942,
6.622500,0.103999,0.050100,0.038316,0.085645,0.126628,0.061785,0.029920,0.022037,0.026470,0.029124,0.032152,0.015894,0.010677,0.031098,0.046232,0.028368,0.023477,0.041741,0.060703,0.037701,0.034231,0.040360,0.026697,0.020979,0.015715,0.013764,0.021017,0.043325,0.048878,0.039916,0.064314,0.081836,0.064691,0.037183,0.036386,0.043584,0.046329,0.058371,0.061205,0.065591,0.031968,0.016542,0.012997,0.012139,0.013655,0.018345,0.018701,0.014142,0.020925,0.054471,0.071268,0.034599,0.017140,0.015700,0.021916,0.029930,0.019741,0.021842,0.029541,0.026760,0.040047,0.067278,0.058465,0.026296,0.012274,0.011414,0.011832,0.011930,0.012061,0.013266,0.026059,0.035563,0.025906,0.032548,0.042591,0.035173,0.020282,0.013640,0.012296,0.012070,0.012810,0.020536,0.025503,0.016395,0.012806,0.012256,0.016541,0.019131,0.013364,0.014794,0.017158,0.013609,0.012101,0.013016,0.015176,0.019617,0.024306,0.018681,0.012980,0.023731,0.035887,0.035632,0.032815,0.024235,0.023716,0.027618,0.032667,0.018243,0.017629,0.023649,0.016546,0.011859,0.010605,0.011442,0.010991,0.011742,0.021250,0.027944,0.019023,0.012641,0.009780,0.010174,0.010904,0.011357,0.011543,0.013626,0.014187,0.014152,0.026030,0.034897,0.020565,0.023024,0.062467,0.090154,0.054143,0.023416,0.014035,0.012008,0.012787,0.014612,0.014726,0.013065,0.012331,0.010318,0.009054,0.011455,0.012025,0.011741,0.012932,0.017036,0.030008,0.040879,0.060654,0.077390,0.036640,0.014944,0.010570,0.011069,0.009810,0.008469,0.010300,0.012771,0.028003,0.047503,0.040687,0.024924,0.034451,0.043502,0.028456,0.027548,0.022704,0.018472,0.015044,0.008842,0.009620,0.012835,0.012499,0.012166,0.011939,0.011823,0.011942,
6.630000,0.092169,0.047361,0.035122,0.085300,0.133043,0.068994,0.031707,0.022095,0.025334,0.028317,0.031213,0.017516,0.014448,0.034094,0.049680,0.029676,0.021492,0.036558,0.047285,0.030165,0.031255,0.037100,0.022863,0.016085,0.012693,0.012627,0.023288,0.048326,0.052741,0.038824,0.056089,0.075055,0.060793,0.033114,0.035539,0.041408,0.045435,0.063209,0.069989,0.068395,0.031959,0.015188,0.012893,0.014100,0.018376,0.024102,0.019772,0.014992,0.021170,0.049830,0.066305,0.034161,0.018678,0.015672,0.023921,0.030953,0.019832,0.021631,0.032960,0.031777,0.037037,0.061462,0.054966,0.025591,0.012735,0.013116,0.012910,0.012069,0.012062,0.013083,0.023844,0.031310,0.022894,0.029058,0.041110,0.038289,0.020483,0.013886,0.012370,0.012097,0.012659,0.016916,0.018816,0.013608,0.012539,0.012149,0.022993,0.031701,0.019139,0.017189,0.019600,0.015433,0.012414,0.016930,0.021932,0.021156,0.024368,0.020645,0.015269,0.023710,0.038246,0.041430,0.035058,0.025004,0.024743,0.026707,0.030507,0.019204,0.023249,0.029902,0.018997,0.013832,0.013463,0.012267,0.011209,0.012374,0.020374,0.026016,0.017084,0.013048,0.010141,0.008870,0.011324,0.011860,0.012038,0.012504,0.013349,0.014746,0.025232,0.032864,0.021164,0.021918,0.063373,0.095141,0.057575,0.030174,0.016996,0.013649,0.014701,0.018233,0.017481,0.014563,0.012309,0.012781,0.014109,0.013619,0.014091,0.016324,0.017291,0.026483,0.041296,0.041966,0.059511,0.076661,0.038948,0.016394,0.010838,0.011444,0.009948,0.008751,0.010296,0.014553,0.028224,0.039454,0.032054,0.020040,0.022660,0.027128,0.022496,0.027444,0.024714,0.018048,0.015852,0.010433,0.010331,0.011308,0.011757,0.011984,0.011954,0.011927,0.011941,
6.637500,0.112835,0.047878,0.038613,0.096395,0.145225,0.076396,0.034664,0.023579,0.023904,0.030402,0.037584,0.025249,0.021553,0.041553,0.059191,0.031148,0.018139,0.028504,0.039185,0.026073,0.026004,0.029169,0.017967,0.012528,0.010586,0.012031,0.026459,0.054796,0.055107,0.035198,0.048722,0.067453,0.050796,0.027046,0.032524,0.040646,0.042274,0.060787,0.068922,0.066385,0.031112,0.014627,0.014572,0.015761,0.018487,0.026708,0.025447,0.016270,0.022153,0.054031,0.067089,0.036808,0.022275,0.018365,0.026872,0.028916,0.018413,0.021033,0.031349,0.030538,0.034372,0.060899,0.062205,0.029031,0.013939,0.014419,0.012487,0.012103,0.012063,0.012911,0.021641,0.027193,0.017895,0.024373,0.039416,0.035755,0.020731,0.013970,0.012409,0.012100,0.011678,0.012347,0.013549,0.012482,0.011620,0.012285,0.023888,0.032354,0.019818,0.020004,0.023376,0.016017,0.013113,0.019026,0.024232,0.021997,0.025804,0.021773,0.016313,0.024507,0.038898,0.038662,0.031349,0.025828,0.026447,0.026680,0.027918,0.018785,0.025960,0.033564,0.019606,0.014174,0.013474,0.011569,0.011844,0.012499,0.017771,0.021620,0.016177,0.012876,0.011479,0.010877,0.011465,0.012093,0.012006,0.014730,0.017769,0.016875,0.028256,0.038141,0.024008,0.020548,0.053697,0.081776,0.051503,0.026794,0.019212,0.017635,0.017197,0.022846,0.021888,0.015064,0.012637,0.016580,0.019907,0.014498,0.016527,0.019101,0.017642,0.031016,0.053140,0.053609,0.064513,0.084243,0.044244,0.020777,0.013236,0.011841,0.010699,0.010032,0.011428,0.018442,0.030150,0.031196,0.025015,0.020061,0.020852,0.021272,0.017226,0.016098,0.015659,0.016052,0.017045,0.013319,0.010749,0.009789,0.011068,0.011819,0.011928,0.011938,0.011941,
