Height(km)\Time,2019/12/04 03:32:25,2019/12/04 03:32:34,2019/12/04 03:32:42,2019/12/04 03:32:51,2019/12/04 03:33:00,2019/12/04 03:33:08,2019/12/04 03:33:17,2019/12/04 03:33:26,2019/12/04 03:33:34,2019/12/04 03:33:43,2019/12/04 03:33:52,2019/12/04 03:34:00,2019/12/04 03:34:09,2019/12/04 03:34:18,2019/12/04 03:34:26,2019/12/04 03:34:35,2019/12/04 03:34:43,2019/12/04 03:34:52,2019/12/04 03:35:01,2019/12/04 03:35:10,2019/12/04 03:35:18,2019/12/04 03:35:27,2019/12/04 03:35:35,2019/12/04 03:35:44,2019/12/04 03:35:53,2019/12/04 03:36:02,2019/12/04 03:36:10,2019/12/04 03:36:19,2019/12/04 03:36:28,2019/12/04 03:36:37,2019/12/04 03:36:45,2019/12/04 03:36:54,2019/12/04 03:37:03,2019/12/04 03:37:11,2019/12/04 03:37:20,2019/12/04 03:37:29,2019/12/04 03:37:37,2019/12/04 03:37:46,2019/12/04 03:37:55,2019/12/04 03:38:03,2019/12/04 03:38:12,2019/12/04 03:38:21,2019/12/04 03:38:29,2019/12/04 03:38:38,2019/12/04 03:38:47,2019/12/04 03:38:56,2019/12/04 03:39:05,2019/12/04 03:39:13,2019/12/04 03:39:22,2019/12/04 03:39:31,2019/12/04 03:39:39,2019/12/04 03:39:48,2019/12/04 03:39:57,2019/12/04 03:40:05,2019/12/04 03:40:14,2019/12/04 03:40:23,2019/12/04 03:40:31,2019/12/04 03:40:40,2019/12/04 03:40:49,2019/12/04 03:40:57,2019/12/04 03:41:06,2019/12/04 03:41:15,2019/12/04 03:41:24,2019/12/04 03:41:32,2019/12/04 03:41:41,2019/12/04 03:41:50,2019/12/04 03:41:58,2019/12/04 03:42:07,2019/12/04 03:42:16,2019/12/04 03:42:25,2019/12/04 03:42:33,2019/12/04 03:42:42,2019/12/04 03:42:50,2019/12/04 03:42:59,2019/12/04 03:43:08,2019/12/04 03:43:17,2019/12/04 03:43:25,2019/12/04 03:43:34,2019/12/04 03:43:43,2019/12/04 03:43:51,2019/12/04 03:44:00,2019/12/04 03:44:09,2019/12/04 03:44:17,2019/12/04 03:44:26,2019/12/04 03:44:35,2019/12/04 03:44:43,2019/12/04 03:44:52,2019/12/04 03:45:01,2019/12/04 03:45:10,2019/12/04 03:45:18,2019/12/04 03:45:27,2019/12/04 03:45:36,2019/12/04 03:45:44,2019/12/04 03:45:53,2019/12/04 03:46:01,2019/12/04 03:46:10,2019/12/04 03:46:19,2019/12/04 03:46:27,2019/12/04 03:46:36,2019/12/04 03:46:45,2019/12/04 03:46:53,2019/12/04 03:47:02,2019/12/04 03:47:11,2019/12/04 03:47:19,2019/12/04 03:47:28,2019/12/04 03:47:37,2019/12/04 03:47:45,2019/12/04 03:47:54,2019/12/04 03:48:03,2019/12/04 03:48:11,2019/12/04 03:48:20,2019/12/04 03:48:29,2019/12/04 03:48:37,2019/12/04 03:48:46,2019/12/04 03:48:55,2019/12/04 03:49:04,2019/12/04 03:49:12,2019/12/04 03:49:21,2019/12/04 03:49:30,2019/12/04 03:49:38,2019/12/04 03:49:47,2019/12/04 03:49:56,2019/12/04 03:50:08,2019/12/04 03:50:16,2019/12/04 03:50:25,2019/12/04 03:50:34,2019/12/04 03:50:42,2019/12/04 03:50:51,2019/12/04 03:51:00,2019/12/04 03:51:08,2019/12/04 03:51:17,2019/12/04 03:51:26,2019/12/04 03:51:34,2019/12/04 03:51:43,2019/12/04 03:51:52,2019/12/04 03:52:00,2019/12/04 03:52:09,2019/12/04 03:52:18,2019/12/04 03:52:26,2019/12/04 03:52:35,2019/12/04 03:52:44,2019/12/04 03:52:52,2019/12/04 03:53:01,2019/12/04 03:53:10,2019/12/04 03:53:18,2019/12/04 03:53:27,2019/12/04 03:53:36,2019/12/04 03:53:44,2019/12/04 03:53:53,2019/12/04 03:54:01,2019/12/04 03:54:10,2019/12/04 03:54:19,2019/12/04 03:54:28,2019/12/04 03:54:36,2019/12/04 03:54:45,2019/12/04 03:54:54,2019/12/04 03:55:03,2019/12/04 03:55:11,2019/12/04 03:55:20,2019/12/04 03:55:28,2019/12/04 03:55:37,2019/12/04 03:55:46,2019/12/04 03:55:55,2019/12/04 03:56:03,2019/12/04 03:56:12,2019/12/04 03:56:20,2019/12/04 03:56:29,2019/12/04 03:56:38,2019/12/04 03:56:46,2019/12/04 03:56:55,2019/12/04 03:57:04,2019/12/04 03:57:12,2019/12/04 03:57:21,2019/12/04 03:57:30,2019/12/04 03:57:38,2019/12/04 03:57:47,2019/12/04 03:57:56,2019/12/04 03:58:04,2019/12/04 03:58:13,2019/12/04 03:58:22,2019/12/04 03:58:30,
3.217500,0.093151,0.092733,0.098000,0.101125,0.102389,0.105520,0.109111,0.112745,0.107875,0.097788,0.101448,0.101876,0.101819,0.103899,0.109247,0.110774,0.108481,0.107263,0.104525,0.098325,0.097178,0.101315,0.108228,0.112261,0.106309,0.074945,0.053383,0.069909,0.078519,0.079821,0.078042,0.076615,0.077446,0.076810,0.074256,0.068242,0.060904,0.061110,0.062536,0.061804,0.059079,0.055466,0.050152,0.048003,0.052155,0.052911,0.053364,0.055036,0.055247,0.053909,0.049160,0.045128,0.043183,0.042475,0.047714,0.053703,0.058289,0.060698,0.059631,0.056203,0.054100,0.053205,0.054410,0.057063,0.059180,0.100169,0.138322,0.112275,0.091449,0.077864,0.068677,0.063051,0.061926,0.060161,0.058411,0.057821,0.058074,0.056728,0.056363,0.052958,0.047962,0.047243,0.051823,0.055702,0.055036,0.052130,0.049459,0.044142,0.035512,0.031233,0.032706,0.029098,0.022229,0.026886,0.031652,0.029995,0.030353,0.033771,0.038654,0.036410,0.026351,0.024867,0.027477,0.031497,0.034853,0.037259,0.040679,0.042923,0.041514,0.042386,0.051606,0.059916,0.057630,0.051252,0.048159,0.049942,0.047883,0.051438,0.055160,0.056838,0.059046,0.058500,0.063033,0.070622,0.068724,0.063055,0.056345,0.051982,0.048961,0.049225,0.052686,0.055556,0.056286,0.060718,0.065357,0.069100,0.078726,0.085705,0.085632,0.080149,0.081918,0.082240,0.077737,0.073883,0.071606,0.076553,0.080375,0.081318,0.077008,0.074918,0.078519,0.084550,0.086871,0.086710,0.084312,0.075008,0.067553,0.067992,0.071813,0.080162,0.089698,0.088059,0.081720,0.082586,0.093436,0.097234,0.100877,0.119978,0.134742,0.121503,0.125573,0.183016,0.223549,0.178537,0.125651,0.111735,0.109429,0.109378,0.112823,0.112368,0.112883,
3.225000,0.088098,0.091563,0.097003,0.100668,0.102936,0.106862,0.109105,0.112076,0.106983,0.097069,0.101748,0.101806,0.101061,0.102080,0.107455,0.109843,0.108012,0.107037,0.105184,0.099739,0.098036,0.100905,0.107035,0.112003,0.106182,0.074535,0.053235,0.069913,0.078814,0.080318,0.077803,0.076347,0.078259,0.078903,0.075219,0.067920,0.061390,0.062359,0.063719,0.062095,0.058078,0.054702,0.050193,0.048653,0.052408,0.052564,0.053171,0.056312,0.056095,0.054334,0.049819,0.045160,0.043431,0.043022,0.047528,0.053857,0.058934,0.061733,0.060207,0.055367,0.052779,0.051185,0.052740,0.057579,0.060882,0.106130,0.151780,0.119304,0.091803,0.077246,0.067823,0.063256,0.064118,0.062755,0.059079,0.057024,0.056814,0.055291,0.054377,0.051713,0.047133,0.046876,0.052126,0.055690,0.055075,0.053399,0.049575,0.044324,0.036108,0.032508,0.034294,0.030628,0.023445,0.029028,0.033645,0.031540,0.031052,0.032978,0.037607,0.036437,0.026949,0.026323,0.028758,0.031918,0.034447,0.035779,0.039399,0.041909,0.040072,0.040578,0.050639,0.058436,0.056315,0.050245,0.047982,0.049215,0.046294,0.050735,0.055792,0.057654,0.058838,0.059771,0.065270,0.070719,0.069428,0.063518,0.056457,0.051699,0.049342,0.049816,0.052896,0.054358,0.054418,0.059577,0.064826,0.068845,0.078947,0.086657,0.086849,0.082522,0.082516,0.081666,0.077058,0.073600,0.071830,0.077389,0.080872,0.081158,0.076529,0.075875,0.079628,0.085580,0.087422,0.086692,0.084236,0.075263,0.068902,0.067735,0.070659,0.078943,0.090814,0.089662,0.082480,0.083642,0.093650,0.097912,0.101565,0.121279,0.136889,0.122569,0.124789,0.183222,0.226172,0.183661,0.126180,0.111096,0.109447,0.109797,0.113638,0.113005,0.114150,
3.232500,0.089290,0.090299,0.096081,0.099979,0.103412,0.107964,0.109774,0.111610,0.105954,0.096110,0.101249,0.101397,0.099333,0.100441,0.105562,0.108147,0.107586,0.107711,0.105648,0.100812,0.099403,0.101178,0.106086,0.111375,0.107182,0.074949,0.053678,0.070315,0.079257,0.080685,0.077387,0.076879,0.080310,0.080897,0.076409,0.067930,0.062371,0.064800,0.066320,0.063110,0.057325,0.054318,0.051364,0.049960,0.052920,0.052155,0.053313,0.057617,0.057237,0.055098,0.050083,0.044998,0.044010,0.044477,0.048517,0.055431,0.060457,0.062320,0.060757,0.055813,0.052418,0.049758,0.052430,0.058750,0.061906,0.110425,0.161687,0.125991,0.092821,0.075802,0.065962,0.063662,0.065786,0.064018,0.059941,0.056729,0.056307,0.054186,0.052542,0.051470,0.048374,0.047705,0.052188,0.055899,0.055116,0.054243,0.049511,0.043811,0.037237,0.034675,0.035801,0.030969,0.024316,0.030751,0.034994,0.032938,0.031525,0.031867,0.036465,0.037437,0.028946,0.027628,0.029678,0.031702,0.034973,0.036241,0.038924,0.039985,0.037161,0.038721,0.049957,0.057729,0.055692,0.049596,0.047634,0.048938,0.044512,0.049580,0.056958,0.058968,0.059905,0.060947,0.066092,0.069630,0.069555,0.064166,0.056220,0.052411,0.049925,0.050581,0.052953,0.053077,0.054448,0.060239,0.065601,0.068978,0.078273,0.087010,0.088069,0.083554,0.083193,0.081529,0.077048,0.075060,0.073508,0.078452,0.082085,0.082093,0.076741,0.076297,0.080054,0.086659,0.088400,0.087366,0.084668,0.076114,0.071105,0.068025,0.069718,0.078045,0.089287,0.088738,0.082805,0.084838,0.095271,0.099453,0.103032,0.122210,0.137653,0.123772,0.125782,0.183553,0.226622,0.185491,0.125985,0.109306,0.107979,0.109856,0.114234,0.112764,0.112415,
3.240000,0.085448,0.088550,0.095507,0.099422,0.102462,0.107417,0.109390,0.110558,0.104276,0.094365,0.100996,0.101139,0.098078,0.099746,0.105004,0.106776,0.107490,0.107054,0.104864,0.102349,0.101136,0.101863,0.105100,0.111352,0.108948,0.076303,0.053809,0.070767,0.080234,0.080495,0.077569,0.078012,0.080849,0.081433,0.076526,0.067740,0.063766,0.067582,0.068478,0.064240,0.057805,0.055881,0.053353,0.051066,0.053662,0.052601,0.053664,0.058083,0.058111,0.056762,0.050749,0.044791,0.045148,0.046008,0.049234,0.055948,0.061078,0.063177,0.061267,0.056704,0.052670,0.049597,0.052870,0.058983,0.062039,0.112784,0.167237,0.128995,0.092166,0.074802,0.066320,0.063758,0.065591,0.065280,0.061226,0.056997,0.056665,0.053980,0.050675,0.051379,0.050761,0.049418,0.053486,0.055223,0.054003,0.054357,0.049310,0.043359,0.038063,0.034982,0.035336,0.030442,0.024848,0.031815,0.035480,0.033198,0.032279,0.031435,0.035553,0.038271,0.029638,0.027226,0.029302,0.031739,0.035285,0.035869,0.037209,0.037082,0.034363,0.036688,0.048989,0.057419,0.054682,0.047124,0.045387,0.046691,0.042691,0.048801,0.058178,0.060591,0.060737,0.061402,0.065953,0.068772,0.069436,0.064023,0.056594,0.053906,0.051131,0.050347,0.052017,0.052368,0.054315,0.059629,0.065988,0.069398,0.077374,0.087654,0.089376,0.085196,0.083913,0.082359,0.078068,0.076075,0.075019,0.079836,0.083201,0.082105,0.076285,0.075668,0.079639,0.087405,0.089730,0.088480,0.084292,0.076572,0.072303,0.068014,0.068435,0.075741,0.085621,0.086508,0.081877,0.086136,0.097376,0.100741,0.104309,0.122348,0.137510,0.123480,0.125801,0.183738,0.225889,0.184707,0.124179,0.107446,0.107465,0.110537,0.113702,0.110759,0.108329,
3.247500,0.084574,0.087375,0.094657,0.099409,0.102026,0.106820,0.107810,0.108465,0.102771,0.094717,0.101708,0.101978,0.099102,0.100574,0.104251,0.104878,0.105927,0.105930,0.103993,0.103249,0.101991,0.101762,0.104054,0.111605,0.110465,0.077325,0.054141,0.070991,0.080425,0.080980,0.079177,0.078832,0.080523,0.081408,0.076809,0.068237,0.065389,0.069115,0.069540,0.065824,0.059523,0.056929,0.054414,0.051332,0.053732,0.053787,0.054484,0.057734,0.058504,0.057354,0.051080,0.045454,0.045991,0.047376,0.050033,0.056047,0.061287,0.063781,0.061297,0.055724,0.052310,0.050502,0.053757,0.059679,0.063983,0.113934,0.167176,0.127801,0.090946,0.075290,0.067309,0.064065,0.066550,0.066336,0.062692,0.057492,0.057534,0.055216,0.050056,0.050903,0.051362,0.050721,0.053434,0.053992,0.053099,0.054783,0.049514,0.043213,0.037462,0.034282,0.034783,0.029755,0.025189,0.032406,0.034681,0.033067,0.032361,0.029747,0.033152,0.037649,0.030019,0.026527,0.028449,0.031528,0.034368,0.034842,0.034785,0.033896,0.032036,0.034742,0.048298,0.057020,0.052941,0.043820,0.042088,0.044270,0.041569,0.047411,0.057642,0.061613,0.061064,0.061141,0.065377,0.068144,0.069588,0.064561,0.057002,0.054514,0.052071,0.050764,0.051882,0.051983,0.052893,0.058062,0.065248,0.068748,0.076811,0.088177,0.091318,0.087383,0.084308,0.081878,0.077443,0.075026,0.076634,0.081355,0.083281,0.081293,0.075444,0.075832,0.079162,0.087104,0.090292,0.088406,0.084020,0.076017,0.072050,0.067493,0.067207,0.073983,0.083060,0.085067,0.081156,0.086016,0.096323,0.100248,0.104628,0.122269,0.136524,0.122709,0.125440,0.184029,0.225101,0.184003,0.122827,0.107069,0.109144,0.111576,0.111643,0.108497,0.107696,
3.255000,0.083105,0.087926,0.094699,0.099295,0.102580,0.106075,0.106840,0.108172,0.102253,0.095380,0.103058,0.103819,0.100751,0.101210,0.104551,0.104297,0.105365,0.105426,0.103314,0.103387,0.102496,0.101490,0.103126,0.112401,0.112160,0.078300,0.054685,0.071627,0.081133,0.081681,0.079585,0.079108,0.080375,0.081265,0.077135,0.069311,0.067521,0.070717,0.070501,0.066489,0.059344,0.056981,0.054822,0.051953,0.054619,0.054614,0.055307,0.057485,0.058040,0.057854,0.051412,0.045345,0.045707,0.048291,0.050074,0.055894,0.061725,0.063952,0.060549,0.054919,0.052040,0.050868,0.054837,0.060899,0.065178,0.111530,0.163155,0.126234,0.090447,0.076633,0.068912,0.065765,0.067761,0.066976,0.062368,0.056895,0.058250,0.056001,0.049501,0.050452,0.051548,0.051101,0.053152,0.052478,0.051288,0.053103,0.049348,0.042828,0.035795,0.033286,0.033549,0.028485,0.025038,0.031640,0.033333,0.033199,0.031886,0.028665,0.032460,0.037037,0.030288,0.026626,0.027644,0.030343,0.032920,0.033615,0.033108,0.032615,0.030786,0.032840,0.047931,0.056696,0.051165,0.041139,0.039626,0.042554,0.040051,0.045774,0.056114,0.061195,0.060751,0.060331,0.065223,0.068037,0.069923,0.065039,0.056696,0.053361,0.050973,0.050832,0.052193,0.051635,0.051892,0.057200,0.064479,0.068415,0.076361,0.088025,0.091856,0.088237,0.084019,0.080497,0.076571,0.075599,0.079178,0.083999,0.083361,0.080499,0.075986,0.076991,0.079201,0.086343,0.089460,0.088134,0.083865,0.075048,0.071448,0.066493,0.065654,0.072811,0.081465,0.084065,0.080633,0.084612,0.094166,0.099727,0.104865,0.121786,0.135669,0.120531,0.123643,0.185199,0.227362,0.186158,0.122663,0.106219,0.109583,0.112711,0.111294,0.107770,0.106429,
3.262500,0.084270,0.088865,0.095132,0.099538,0.102919,0.105642,0.106568,0.107232,0.101476,0.095899,0.104733,0.105460,0.100985,0.102095,0.105417,0.104665,0.106173,0.105570,0.102401,0.103173,0.103557,0.102279,0.103371,0.113591,0.112936,0.079026,0.055177,0.071650,0.081138,0.082206,0.080000,0.079646,0.080990,0.081912,0.078541,0.071248,0.069895,0.073027,0.071583,0.066787,0.058874,0.055857,0.054627,0.053136,0.055420,0.054941,0.055665,0.057695,0.057540,0.057861,0.051988,0.045325,0.046041,0.049047,0.050597,0.056304,0.061367,0.063090,0.060434,0.055027,0.051333,0.050783,0.054822,0.060787,0.064738,0.106432,0.154929,0.122936,0.090338,0.076941,0.069377,0.066255,0.067270,0.066218,0.062217,0.058350,0.058907,0.055654,0.050310,0.051003,0.053016,0.052885,0.053368,0.050617,0.048647,0.050669,0.047514,0.041475,0.033792,0.032253,0.033281,0.028145,0.024581,0.031534,0.034182,0.034095,0.032678,0.028691,0.031201,0.034616,0.029532,0.026716,0.026610,0.028061,0.031082,0.032901,0.032860,0.031931,0.029851,0.032292,0.048251,0.057241,0.050317,0.039577,0.037510,0.038620,0.038381,0.046035,0.055694,0.060393,0.058362,0.059198,0.065478,0.068280,0.070132,0.065234,0.057283,0.052264,0.048738,0.049571,0.051270,0.050890,0.051781,0.056337,0.062906,0.069253,0.076736,0.088013,0.092225,0.088484,0.082618,0.079308,0.077767,0.078363,0.081806,0.084942,0.083209,0.081132,0.076681,0.077799,0.079866,0.085626,0.087657,0.086138,0.083310,0.074950,0.070771,0.064926,0.064005,0.071274,0.080485,0.083517,0.080093,0.084691,0.093873,0.099793,0.104551,0.120603,0.132715,0.116357,0.122453,0.186478,0.230536,0.190148,0.123221,0.105641,0.109888,0.114717,0.112165,0.108476,0.108546,
3.270000,0.087398,0.090614,0.096723,0.099788,0.103629,0.106467,0.107019,0.107007,0.100743,0.096404,0.105781,0.106663,0.100949,0.102250,0.105694,0.104727,0.106729,0.105776,0.101275,0.103028,0.103600,0.101680,0.103690,0.113775,0.113137,0.080256,0.055690,0.071895,0.081597,0.083205,0.081360,0.080873,0.082421,0.083534,0.079473,0.072607,0.071893,0.075330,0.072607,0.066142,0.056603,0.054421,0.055304,0.054658,0.056580,0.055804,0.057317,0.057710,0.056980,0.057861,0.052166,0.045276,0.045764,0.049530,0.050932,0.055684,0.059566,0.061160,0.059665,0.055091,0.051170,0.051416,0.055591,0.060610,0.063633,0.099270,0.142682,0.116164,0.087433,0.075143,0.067630,0.064830,0.065868,0.065724,0.062572,0.059885,0.059925,0.056428,0.050631,0.052346,0.054975,0.055017,0.054212,0.049578,0.046349,0.046948,0.044945,0.039129,0.032950,0.033188,0.033713,0.027975,0.024691,0.032117,0.034834,0.035167,0.033699,0.028005,0.028788,0.032707,0.029231,0.026007,0.025038,0.026773,0.031405,0.033198,0.031980,0.030443,0.029467,0.032750,0.048876,0.057210,0.049559,0.038079,0.034467,0.034586,0.036201,0.046966,0.056694,0.060015,0.056929,0.058385,0.065458,0.067689,0.069692,0.065736,0.058616,0.050975,0.047324,0.049164,0.049658,0.048610,0.050675,0.055044,0.062016,0.069078,0.077364,0.088633,0.092514,0.087767,0.080228,0.078670,0.079280,0.079970,0.084925,0.087507,0.084797,0.081959,0.076868,0.077811,0.080199,0.084122,0.084703,0.083889,0.082946,0.074021,0.069297,0.064263,0.063426,0.070184,0.080174,0.083207,0.080915,0.084672,0.091927,0.097970,0.104611,0.119944,0.129933,0.112800,0.120888,0.185984,0.232618,0.193935,0.123715,0.104516,0.110730,0.116552,0.113284,0.108934,0.107305,
3.277500,0.088016,0.092210,0.097357,0.099891,0.104044,0.107546,0.107639,0.106866,0.100307,0.096195,0.106302,0.107784,0.100903,0.102282,0.106136,0.104931,0.106764,0.106582,0.100763,0.102698,0.103042,0.101740,0.104824,0.114900,0.114262,0.081062,0.055967,0.072037,0.081149,0.083032,0.082135,0.080855,0.081848,0.084016,0.080194,0.073166,0.073166,0.076095,0.071979,0.064653,0.055724,0.054585,0.056252,0.055744,0.056751,0.056268,0.058840,0.057344,0.055888,0.057417,0.051663,0.044971,0.045356,0.049779,0.050532,0.054714,0.058153,0.059230,0.058610,0.054994,0.051942,0.053217,0.056617,0.059863,0.063239,0.092290,0.127601,0.107083,0.083248,0.071937,0.065533,0.063748,0.065570,0.065437,0.063678,0.060672,0.059970,0.056684,0.050932,0.052970,0.056646,0.056339,0.054151,0.048978,0.043967,0.043732,0.042361,0.037154,0.033983,0.034221,0.033587,0.028079,0.025221,0.032004,0.033579,0.034117,0.032464,0.026592,0.028021,0.031464,0.028214,0.025157,0.024128,0.026872,0.031093,0.031655,0.030352,0.028521,0.029320,0.033884,0.049205,0.056510,0.048999,0.036943,0.031059,0.030345,0.034804,0.047093,0.056432,0.059039,0.055469,0.056828,0.063945,0.065733,0.068009,0.064780,0.057951,0.050856,0.047981,0.049768,0.048683,0.047835,0.051079,0.055060,0.061389,0.067614,0.077013,0.088961,0.091069,0.086423,0.079267,0.078389,0.079433,0.082257,0.088325,0.089528,0.086143,0.082294,0.077170,0.078100,0.079778,0.082608,0.082264,0.081999,0.081687,0.073183,0.068773,0.064079,0.063284,0.069811,0.079550,0.082672,0.080140,0.083378,0.089739,0.097179,0.105715,0.120335,0.126558,0.108657,0.118536,0.184971,0.234226,0.197527,0.124403,0.104156,0.111163,0.117230,0.112889,0.108497,0.109729,
3.285000,0.090621,0.093134,0.097716,0.099411,0.103766,0.108267,0.107354,0.107095,0.101188,0.095851,0.107662,0.109084,0.101108,0.102868,0.106225,0.104586,0.106413,0.106125,0.100712,0.103913,0.104657,0.104028,0.108269,0.116765,0.114444,0.081048,0.055849,0.071156,0.080447,0.083268,0.082222,0.079961,0.081062,0.083421,0.079110,0.072694,0.073426,0.075552,0.071138,0.064041,0.056433,0.055962,0.056786,0.056297,0.056558,0.056494,0.059126,0.056856,0.055506,0.056736,0.051091,0.044758,0.045166,0.049362,0.050077,0.054176,0.056743,0.057428,0.057433,0.054106,0.052819,0.054407,0.057463,0.060281,0.062774,0.085021,0.113182,0.098590,0.079013,0.069678,0.064472,0.062937,0.064722,0.064064,0.063336,0.061736,0.059959,0.056763,0.051587,0.054734,0.058164,0.056583,0.053684,0.047513,0.041582,0.041725,0.042194,0.037749,0.035380,0.034879,0.033509,0.028613,0.025505,0.031922,0.031535,0.031118,0.030691,0.026101,0.026593,0.029592,0.026996,0.023789,0.022546,0.026068,0.028932,0.029090,0.028999,0.027907,0.029722,0.035064,0.049696,0.056057,0.047870,0.035234,0.029391,0.029119,0.035194,0.047589,0.055131,0.056952,0.053835,0.054486,0.061763,0.062994,0.065690,0.063052,0.058578,0.051786,0.048819,0.050144,0.048957,0.048311,0.051008,0.054921,0.060913,0.067207,0.077455,0.088760,0.089783,0.084786,0.078360,0.078858,0.081040,0.084116,0.089341,0.089484,0.085794,0.083110,0.078570,0.078927,0.079735,0.081501,0.081454,0.080586,0.080734,0.073713,0.068511,0.064219,0.063758,0.069572,0.078432,0.080327,0.078429,0.081664,0.088034,0.097674,0.107699,0.120913,0.123489,0.104948,0.117811,0.185606,0.237868,0.202870,0.125559,0.103658,0.110595,0.116804,0.111852,0.107400,0.109394,
3.292500,0.095317,0.093658,0.097927,0.099152,0.104205,0.108465,0.107559,0.108162,0.102910,0.097509,0.109480,0.111017,0.101459,0.103242,0.105473,0.103795,0.106844,0.106112,0.099915,0.104199,0.106031,0.105863,0.110907,0.118048,0.114650,0.081389,0.056199,0.071980,0.081811,0.084129,0.082166,0.079814,0.079598,0.081291,0.077500,0.071409,0.072220,0.075185,0.070468,0.063708,0.057801,0.056921,0.056641,0.055892,0.056040,0.056548,0.058385,0.055660,0.054711,0.055956,0.050236,0.044732,0.045135,0.048398,0.048864,0.052862,0.055076,0.056303,0.055883,0.053825,0.052194,0.055176,0.059676,0.059887,0.060813,0.077750,0.099979,0.090806,0.075211,0.068491,0.063741,0.061630,0.062612,0.061931,0.062397,0.062645,0.061259,0.057222,0.053224,0.056563,0.058729,0.056649,0.052712,0.046149,0.040313,0.040115,0.042091,0.038476,0.036053,0.034642,0.032581,0.028100,0.025737,0.031643,0.030020,0.029303,0.029561,0.025844,0.025793,0.027885,0.026057,0.022769,0.021738,0.025272,0.027752,0.028833,0.029321,0.027468,0.029642,0.037155,0.050449,0.056362,0.047802,0.034091,0.027204,0.027027,0.035299,0.048368,0.053845,0.055096,0.052612,0.052825,0.060022,0.061887,0.064568,0.063187,0.059521,0.052449,0.049319,0.050184,0.048413,0.048785,0.050494,0.053760,0.060106,0.067660,0.076934,0.087442,0.088593,0.083707,0.079503,0.080387,0.081884,0.084117,0.088585,0.088884,0.086828,0.084677,0.079749,0.079373,0.079949,0.081481,0.081208,0.080418,0.080472,0.074685,0.068673,0.065152,0.065284,0.070832,0.077996,0.078752,0.077459,0.080013,0.085841,0.096762,0.109348,0.121165,0.121326,0.103334,0.117933,0.186727,0.242592,0.209058,0.127348,0.104143,0.111326,0.116528,0.110632,0.106168,0.107798,
3.300000,0.090794,0.094178,0.097444,0.099631,0.105518,0.108090,0.106777,0.108849,0.104484,0.099466,0.111261,0.113373,0.102770,0.102691,0.104879,0.104201,0.107160,0.104708,0.097990,0.103731,0.106051,0.106887,0.113359,0.120181,0.115043,0.081427,0.056376,0.073026,0.082752,0.084355,0.082770,0.079813,0.078397,0.080508,0.075801,0.070544,0.072380,0.074377,0.070115,0.064408,0.059387,0.057671,0.055723,0.055328,0.055849,0.056293,0.056987,0.055111,0.054571,0.055121,0.049859,0.044894,0.045625,0.048838,0.049010,0.051100,0.054221,0.056742,0.055846,0.054278,0.052807,0.055980,0.061179,0.059665,0.058614,0.070639,0.088187,0.082421,0.071260,0.067822,0.064040,0.060582,0.060932,0.060956,0.061579,0.063088,0.062001,0.057622,0.054904,0.057554,0.058103,0.056109,0.052772,0.045922,0.039046,0.038318,0.041754,0.039380,0.035921,0.032578,0.031605,0.028508,0.025303,0.030169,0.027956,0.027108,0.028346,0.025094,0.024519,0.025971,0.025782,0.022882,0.020877,0.024380,0.025841,0.027161,0.029369,0.028147,0.030437,0.038728,0.051613,0.056035,0.046210,0.031895,0.023706,0.023908,0.034912,0.047979,0.051720,0.053591,0.051435,0.051960,0.059120,0.061370,0.063813,0.063582,0.060610,0.053181,0.048859,0.049253,0.048526,0.049060,0.050364,0.052511,0.057641,0.067726,0.077091,0.086328,0.088658,0.085112,0.080628,0.081599,0.082961,0.083332,0.087653,0.089246,0.088778,0.086418,0.080956,0.079527,0.079647,0.081098,0.081165,0.079526,0.079559,0.074890,0.068822,0.066150,0.066068,0.070904,0.078895,0.079086,0.077020,0.078732,0.084777,0.096490,0.109908,0.121365,0.120097,0.103249,0.117935,0.187122,0.247921,0.216617,0.129877,0.105903,0.113397,0.117682,0.110541,0.107009,0.110590,
